Price,id
2572702.7976000025,299
3098894.9004000006,300
8463160.180800002,301
4210760.3616,302
5240461.964399996,303
3255432.336000001,304
5941527.696000002,305
7588327.874399999,306
19191151.8864,307
2532322.4472000008,308
5431503.916800001,309
3219126.3000000007,310
11696754.9504,311
4288881.916799998,312
2572702.7976000025,313
3098894.9004000006,314
8463160.180800002,315
4210760.3616,316
5240461.964399996,317
3255432.336000001,318
5941527.696000002,319
7588327.874399999,320
19191151.8864,321
2532322.4472000008,322
5431503.916800001,323
3219126.3000000007,324
