Price,id
5465282.846400001,309
3220196.0076000006,310
12083568.213600002,311
4357519.264799997,312
2696213.270400002,313
3274700.4108000007,314
8247291.171600001,315
4292432.4924,316
5256118.108799997,317
3145207.1040000007,318
5961228.811200002,319
7623734.04,320
19198937.4252,321
2718954.8568000006,322
5465282.846400001,323
3220196.0076000006,324
